Id;SharkSpeciesId;AttackedPersonId;CountryId;DateTime;Type;Area;Location;Activity;Injury;AttackSeverenity;Investigator

3050;1;2923;;2015/06/23 0:00:00;Unprovoked;South Carolina;St. Helena Island, Beaufort County;Standing;Minor injury to calf;NonFatal;"C. Creswell, GSAF; R. Lurye, Island Packet"

3051;5;2924;176;2015/06/01 15:00:00;Unprovoked;Le Port;Folette;Surfing;Left forearm bitten;NonFatal;Clincanoo, 6/1/2015

3052;13;2925;;2015/05/29 15:00:00;Unprovoked;Florida;Cocoa Beach, Brevard  County;Standing;Left foot bitten;NonFatal;Orlando Sentinel, 5/29/2015

3053;18;2926;;2015/05/25 8:00:00;Unprovoked;Rangiroa;Avatoru Pass;Spearfishing;Lacerations to right forearm;NonFatal;Polynésie 1ère. 5/262015

3054;15;2927;;2015/05/24 0:00:00;Unprovoked;Florida;Cocoa Beach, Brevard  County;Swimming;Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon;NonFatal;WFTV,  5/27/2015

3055;16;2928;;2015/05/09 0:00:00;Unprovoked;;Kouare;Snorkeling;FATAL;Fatal;Les Nouvelles Caledonnie

3056;1;2929;;2015/03/18 11:45:00;Unprovoked;Hawaii;Hapuna Beach;Standing / Snorkeling;Lacerations to left forearm. Lacerations to left hand and thigh;NonFatal;KMBC, 3/19/2015

3057;7;2930;17;2015/01/16 0:00:00;Unprovoked;New South Wales;Mollymook Beach, Bannister Head;Filming;Bitten on hand & wrist;NonFatal;Milton-Ulladulla Times, 1/16/2015

3058;1;2931;;2015/01/01 0:00:00;Unprovoked;Florida;Windsor Beach, Indian River County;;Leg bitten;NonFatal;WPTV-West Palm Beach, 1/2/2015

3059;19;2932;;2014/12/28 0:00:00;Unknown;KwaZulu-Natal;Durban;Swimming;Minor cuts on feet;NonFatal;IOL News, 12/29/2014

3060;1;2933;199;2014/12/03 7:00:00;Provoked;Granada;Off Motril;Fishing for blue sharks;Glancing bite to wrist from netted shark PROVOKED INCIDENT;NonFatal;ABCandalucia, 12/3/2014

3061;8;2934;;2014/11/08 16:30:00;Unprovoked;Florida;Fort Pierce Inlet State Park, St. Lucie County;Surfing;Minor injuries to hand & arm;NonFatal;WPTV.com

3062;19;2935;17;2014/10/29 18:00:00;Provoked;New South Wales;Wallabi Point;Surfing;Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT;NonFatal;The Sydney Morning Herald, 10/30/2014

3063;14;2936;17;2014/10/11 17:20:00;Boating;Western Australia;Castle Rock, north of Dunsborough;Kayaking;Kayak deflated, no injury to occupants;NonFatal;Perth Now, 10/11/2014

3064;13;2937;;2014/10/12 15:30:00;Unprovoked;Florida;Melbourne Beach, Brevard County;Body surfing or Boogie boarding;Laceration to right hand/wrist;NonFatal;Florida Today, 10/13/2014

3065;16;2938;;2014/10/07 0:00:00;Unprovoked;Florida;Cherie Down Park, Brevard County;Fishing;Thigh bitten;NonFatal;Click Orlando, 10/7/2014

3066;9;2939;17;2014/10/02 11:00:00;Unprovoked;Western Australia;Kelpids Beach, Wylie Bay, Esperance;Surfing;Left arm & right hand severed, lacerations to both legs;NonFatal;9News, 2/15/2015

3067;1;2940;;2014/08/31 16:40:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Body surfing;Injury to left calf;NonFatal;Sun Sentinel, 8/31/2014

3068;17;2941;199;2014/08/27 0:00:00;Unprovoked;Alicante;Benidorm;Swimming;Minor lacerations to posterior lower leg;NonFatal;Diario Informacion, 8/29/2014

3069;17;2942;;2014/08/09 13:30:00;Unprovoked;Florida;Lori Wilson Park, Cocoa Beach, Brevard  County;Swimming;Puncture wounds to right foot & ankle;NonFatal;Florida Today, 8/9/2014

3070;11;2943;;2014/08/05 0:00:00;Unprovoked;Florida;Cocoa Beach, Brevard  County;Swimming;Lacerations to  foot;NonFatal;Inquisitr, 8/7/2014

3071;20;2944;;2014/08/02 13:00:00;Unprovoked;Florida;Table Beach, Brevard County;Boogie boarding;Laceration to ankle;NonFatal;Florida Today, 8/2/2014

3072;13;2945;;2014/08/01 14:00:00;Unprovoked;Western Cape Province;Muizenberg;Surfing;Lower limbs & thigh bitten;NonFatal;NSRI, 8/1/2014

3073;10;2946;176;2014/07/22 15:00:00;Unprovoked;Saint-Leu;;Surfing;Lacerations to right wrist & calf;NonFatal;BFM-tv, 7/22/2014

3074;5;2947;;2014/07/14 14:30:00;Unprovoked;Florida;Okaloosa Island;Swimming;Puncture wounds to foot;NonFatal;W. Victora, Daily News, 7/15/2014

3075;11;2948;;2014/07/09 14:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Lacerations to foot;NonFatal;WESH.com, 7/9/2014

3076;1;2949;18;2014/06/25 13:00:00;Unprovoked;Abaco Islands;;Spearfishing;No injury but shark took his pole spear;NonFatal;A. Brenneka, Shark Attack Survivors, M. Adams

3077;15;2950;;2014/06/07 0:00:00;Unprovoked;Texas;West Beach, Galveston;Kneeling in the water;Shallow lacerations & puncture wounds below shoulder;NonFatal;Inquisitr.com, 6/9/2014

3078;11;2951;58;2014/05/23 0:00:00;Unprovoked;Wallis and Futuna;Wallis Island;Scuba diving;Lacerations to left thigh and hip;NonFatal;Facebook.com

3079;14;2952;;2015/12/08 0:00:00;Unprovoked;Eastern Cape Province;Mpande;Swimming / Wading;Lacerations to both hands and forearms;NonFatal;The Bulletin, 12/17/2015

3080;1;2953;;2014/04/15 9:57:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Wading;Minor lacerations to left foot;NonFatal;Daytona Beach News-Journal, 4/15/2014

3081;12;2954;;2014/04/12 0:00:00;Boating;;;Shark watching;No injury to occupants, shark bit pontoon;NonFatal;You Tube, posted 4/12/2014

3082;9;2955;;2014/03/18 17:58:00;Unprovoked;Baie de Sainte-Marie;;Kite Surfing;Lacerations to calf;NonFatal;A. Brenneka, Shark Attack Surviors

3083;9;2956;17;2014/03/18 17:00:00;Unknown;New South Wales;Lennox Head;;Injuries to wrist/hand by a mackerel, not a shark;NonFatal;Brisbane Times, 3/18/2014

3084;13;2957;17;2014/03/18 0:00:00;Unprovoked;Victoria;Winkipop Beach;Surfing;"Shark leapt onto surfboard; surfer uninjured";NonFatal;New7 Melbourne, 3/19/2014

3085;1;2958;;2014/03/02 0:00:00;Unprovoked;Florida;Santa Lucea Beach, South Hutchinson Island, St. Lucie County;Surfing;Lacerations to toes;NonFatal;L.Gordon, CBS 12, 3/3/2014

3086;19;2959;;2014/02/20 16:00:00;Unprovoked;Society Islands;Huahine;Kitesurfing;Lacerations to lower leg;NonFatal;A. Brenneka, Shark Attack Survivors

3087;16;2960;;2014/01/01 0:00:00;Boating;;Stewart Island;Filming a documentary;No injury to occupants, shark nudged and bit boat;NonFatal;Discovery Channel

3088;17;2961;106;2013/12/13 0:00:00;Unprovoked;740 miles SE of Tarawa Atoll;;Attempting to remove fishing net from submerged object;Severe injury to arm;NonFatal;Coast Guard News, 12/16/2013

3089;2;2962;;2013/11/07 0:00:00;Unprovoked;Florida;Floridana Beach, Brevard County;Surfing;Foot bitten;NonFatal;Space Coast Daily, 11/11/2013

3090;1;2963;;2013/10/31 15:19:00;Unprovoked;Hawaii;Kanaha Beach, Maui;Kiteboarding;Severe bite to right calf & anklel;NonFatal;Maui TV, 10/31/2013

3091;15;2964;17;2013/10/26 10:55:00;Unprovoked;Western Australia;Little Island, near Hillarys;Diving for crayfish;No injury, swim fin shredded;NonFatal;Sky News, 10/26/2013

3092;13;2965;;2013/10/11 11:30:00;Unprovoked;Eastern Cape Province;Albatros Point, near Jeffrey's Bay;Swimming / snorkeling;FATAL;Fatal;JBayNews.com, 10/11/2013

3093;15;2966;;2013/09/21 13:00:00;Unprovoked;Florida;Ormond Beach, Volusia County;Swimming;Lacerations to right foot;NonFatal;M. I. Johnson, Daytona Beach News Journal

3094;15;2967;;2013/08/13 13:55:00;Unprovoked;Hawaii;Ka'a Point, Maui;Kiteboarding;No injury & not on board. Board adrift when bitten by shark;NonFatal;Maui News, 8/14/2013

3095;6;2968;32;2013/07/22 13:20:00;Unprovoked;Pernambuco;Boa Viagem Beach, Recife;Swimming / caught in rip current;FATAL;Fatal;G! Pernambuco, 7/22/2013

3096;1;2969;;2013/07/19 14:30:00;Unprovoked;Alabama;Gulf Shores, Baldwin County;Walking in surf;Lacerations and abrasions to foot and ankle;NonFatal;"A. Brenneka, Shark Attack Survivors; L. Havrylkoff"

3097;20;2970;17;2013/07/02 0:00:00;Unprovoked;Victoria;Flinders, Mornington Penisula;Body surfing;No injury, holes in wetsuit;NonFatal;Herald Sun, 7/3/2013

3098;3;2971;216;2013/06/30 0:00:00;Unprovoked;Taitung;;Fishing;Right thigh bitten;NonFatal;China Post, 7/1/2013

3099;9;2972;;2013/06/18 12:50:00;Unprovoked;Hawaii;Kona Coast State Park;Swimming;Right thigh & calf bitten;NonFatal;Hawaii News Now, 6/18/2013

3100;1;2973;;2013/06/17 14:45:00;Unprovoked;Texas;Surfside Beach, Brazoria County;Swimming;Left leg & hand bitten;NonFatal;ABC News, 6/18/2013

3101;17;2974;;1957/01/01 0:00:00;Unprovoked;Florida;Miami, Miami-Dade County;Helmet diving in Miami Seaquarium;Shark struck helmet, no injury;NonFatal;R. Carras, H.D. Baldridge, p.181

3102;17;2975;;1956/12/09 0:00:00;Provoked;North Island;North Auckland;Fishing;Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT;NonFatal;"The Argus, 12/10/1956; V.M. Coppleson (1958)"

3103;4;2976;;1956/10/27 0:00:00;Unprovoked;Western Cape Province;Glencairn, False Bay;Free diving for sinkers;Right heel lacerated & swim fin removed by shark;NonFatal;M. Levine, GSAF

3104;13;2977;189;1956/10/07 18:15:00;Unprovoked;Near Dakar, Cap Vert Peninsula;Isle de Gorée;Skindiving, fish at belt;Right thigh bitten;NonFatal;"M. Cadenet; Y. Gilbert-Desvallons; V.M. Coppleson (1962), p.538"

3105;6;;;1956/10/01 0:00:00;Unprovoked;;Port Moresby;Fishing;FATAL;Fatal;The Age, 12/7/1956

3106;3;2978;;1956/08/15 0:00:00;Unprovoked;Puerto Rico;North coast;Skin diving;FATAL;Fatal;Virgin Island Daily News, 8/15/1956, p.1

3107;11;2979;;1956/08/15 16:30:00;Unprovoked;California;Pismo Beach, San Luis Obispo County;Swimming near pier;Lacerated thigh, hand & shoulder;NonFatal;"D. Miller & R. Collier, V.M. Coppleson (1958), p.255; R. Collier, p. 15"

3108;17;2980;;1956/08/01 0:00:00;Provoked;Cornwall;The Lizard;Attempting to kill a shark with explosives;FATAL, PROVOKED INCIDENT;Fatal;ThisisCornwall.co.uk

3109;7;2981;130;1956/07/20 0:00:00;Unprovoked;St. Thomas Bay;Marsascala;Swimming;FATAL;Fatal;"V.M. Coppleson (1958), p.261; A. Xuereb; A. Buttigieg & C. Moore, GSAF"

3110;1;;89;1956/03/25 0:00:00;Boating;Ligurian Sea;Genova, S. Nazaro, Punta Vagno;Boating;No details;NonFatal;"A. De Maddalena; Mojetta et al. (1997)"

3111;10;2982;138;2008/05/24 0:00:00;Unprovoked;Guerro;Playa Linda;Surfing;Lacerations to right forearm and hand;NonFatal;Associated Press

3112;13;2983;138;2008/04/28 0:00:00;Unprovoked;Guerro;Troncones Beach;Surfing;FATAL    Severe bite to right thigh;Fatal;Surfline.com

3113;20;2984;17;2008/04/17 11:00:00;Unknown;Queensland;Duranbah, Greenmount Beach;Surfing;2 puncture wounds to leg;NonFatal;C. Johansson, GSAF

3114;11;2985;;2008/04/15 15:00:00;Unprovoked;Florida;Playalinda Beach, Canaveral National Seashore, Brevard County;Surfing;Puncture wounds to right foot;NonFatal;B. Phillips

3115;1;2986;;2008/03/28 0:00:00;Unprovoked;Florida;Near Cocoa Beach, Brevard  County;Boogie Boarding;Right foot bitten;NonFatal;D. MacAnnally, Eyewitness News

3116;1;2987;;2008/04/03 12:00:00;Unprovoked;Florida;South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County;Walking out of the water after surfing;Right foot & ankle bitten;NonFatal;S. Petersohn, GSAF

3117;5;2988;;2008/03/28 0:00:00;Unprovoked;KwaZulu-Natal;Scottburgh;Fishing from surfski;Right leg bitten;NonFatal;C. Johansson, GSAF

3118;13;2989;;2008/03/21 15:53:00;Unprovoked;Florida;Beachway Avenue Approach, New Smyrna Beach, Volusia County;Wading;Two 3-inch lacerations to right ankle;NonFatal;S. Petersohn, GSAF

3119;4;2990;;2008/02/15 17:00:00;Unprovoked;Florida;Ponce Inlet, Volusia County;Surfing;Lacerations to foot;NonFatal;S. Petersohn, GSAF

3120;1;2991;;2008/01/14 14:00:00;Boating;North Island;Omaha Beach;Attempting to chase shark out to sea;No injury to occupants, pontoon punctured;NonFatal;"TV3; R.D. Weeks, GSAF"

3121;2;2992;;2007/12/19 0:00:00;Unknown;Green Bay;;Scuba diving;Shark bites were post-mortem;Fatal;C. Johannson, GSAF

3122;7;2993;17;2007/11/18 0:00:00;Provoked;Western Australia;In a tidal creek    5 km from Wickham;Fishing;Minor injury to finger by netted shark PROVOKED INCIDENT;NonFatal;thewest.com.au, 11/19/2007

3123;19;2994;138;2011/11/01 0:00:00;Unknown;Baja California;Guadalupe Island;Shark diving;White shark breached cage. No injury to occupants;NonFatal;Today Show

3124;13;2995;;2007/10/07 20:30:00;Unprovoked;California;Venice Pier, Venice, Los Angeles County;Surfing;4 scratches on left hand;NonFatal;R. Collier

3125;11;2996;;2007/09/30 11:30:00;Unprovoked;California;Santa Monica, Los Angeles County;Surfing;Puncture wound to foot;NonFatal;R. Collier

3126;13;2997;18;2007/09/28 12:00:00;Unprovoked;Grand Bahama Island;Sweetings Cay;Spearfishing;Thigh bitten;NonFatal;A. Brenneka, SharkAttackSurvivors.com

3127;6;2998;2;2007/09/27 7:00:00;Unprovoked;Red Sea;Daedalus Reef;Swimming;Severe lacerations to lower left leg, ankle and foot;NonFatal;"E. Ritter & Y. Sobolev, GSAF; M. Salem"

3128;17;2999;;2007/09/16 0:00:00;Unprovoked;Florida;Flagler Beach, Flagler County;Surfing;No injury, surfboard bitten;NonFatal;wsbtv.com

3129;12;3000;;2007/09/03 9:45:00;Unprovoked;Florida;Fort Lauderdale, Broward County;Swimming;"3"" laceration to left forearm";NonFatal;"S. Wyman, Sun-Sentinel, 9/3/2007; Local10.com"

3130;11;3001;;2007/08/15 0:00:00;Unprovoked;Florida;Sarasota Bay;Floating near boat & observing bioluminesce;Puncture wounds to torso;NonFatal;Charlotte Observer, 8/18/2007

3131;14;3002;;2007/08/11 18:00:00;Unprovoked;Florida;Ponce Inlet,  New Smyrna Beach, Volusia County;Walking out of the water after surfing;Minor injury, lacerations to left ankle & foot;NonFatal;S. Petersohn, GSAF

3132;13;3003;;2007/06/30 10:00:00;Unprovoked;California;Will Rogers State Beach, Los Angeles County;Swimming;Hand bitten;NonFatal;R. Collier

3133;5;3004;;2007/06/24 7:05:00;Unprovoked;Hawaii;Silva's Channel, Mokuleia, O'ahu;Surfing;No injury, board damaged;NonFatal;G. Lee, KGMB9.com

3134;1;3005;;2007/05/24 0:00:00;Provoked;Virginia;Virginia Aquarium & Marine Science Center, Virginia Beach;Reviving a sedated shark;Left shin bitten by captive shark PROVOKED INCIDENT;NonFatal;WAVY-TV10-News

3135;1;3006;191;2007/05/09 0:00:00;Unprovoked;Bird Island;;Snorkeling;No injury;NonFatal;Seychelles Forum

3136;1;3007;17;2007/05/08 12:15:00;Unknown;New South Wales;Kingscliff Beach;Swimming;Shark involvement prior to death unconfirmed;Fatal;NineMSNews, 5/10/2007

3137;10;3008;17;2007/04/26 18:00:00;Unprovoked;Queensland;Mornington Island, Gulf of Carpentaria;Swimming / jumping off a jetty;Lower leg & foot injured;NonFatal;news.com.au, 4/29/2007

3138;3;3009;;2007/04/13 0:00:00;Boating;Florida;Florida Keys, Monroe County;Fishing;No injury to occupants, shark holed the transom-mounted livewell;NonFatal;"Florida Today, 4/13/2007; A. Brenneka"

3139;20;3010;;2007/03/31 14:20:00;Unprovoked;Florida;Normandy Beach, Hutchinson Island,  St. Lucie County;Surfing;Lacerations to right ankle;NonFatal;"Palm Beach Post, 3/31/2007; Sun Sentinel, 4/3/2007"

3140;1;3011;;2007/02/04 0:00:00;Unknown;;;Swimming;Death due to drowning. Shark bite may have been postmortem;Fatal;The Argus, 3/2/2007

3141;7;3012;17;2007/02/03 8:00:00;Unprovoked;New South Wales;Shelly Beach;Boogie Boarding;Lacerations to  lower left leg & ankle;NonFatal;"P. Immerz, SharkProject; P. Kemp, GSAF"

3142;17;3013;;2007/02/01 0:00:00;Unprovoked;Loyalty Islands;Ouvéa;Spearfishing;Survived;NonFatal;Les Nouvelles Caledoniennes,

3143;11;3014;;2006/10/01 0:00:00;Unprovoked;Between Somalia & Yemen;;Murder;FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks;Fatal;United Nations High Commission for Refugees, 10/20/2006

3144;13;3015;;2006/09/16 0:00:00;Unprovoked;North Carolina;Onslow Beach;Surfing;Laceration to left thigh;NonFatal;C. Creswell, GSAF

3145;16;3016;;2006/08/29 0:00:00;Unprovoked;Oregon;Florence, Lane County;Surfing;Laceration & puncture wounds to foot;NonFatal;"R. Collier, GSAF; Register-Guard, 8/31/2006"

3146;3;3017;17;2006/08/29 16:00:00;Unprovoked;South Australia;Pennington Bay, Kangaroo Island;Surfing;No injury, shark towed  surfer & board;NonFatal;"P. Kemp, GSAF; S. Black, The Islander, 9/7/2006"

3147;14;3018;32;2006/08/22 0:00:00;Unknown;Pernambuco;Pina;;Shark bites may have been post mortem;Fatal;JC Oline 8/24/2006

3148;17;3019;89;2006/08/20 0:00:00;Unprovoked;;Lampedusa Island;Sea Disaster;FATAL;Fatal;IM/LR

3149;17;3020;;2006/08/13 11:00:00;Unprovoked;Western Cape Province;Sunrise Beach, Muizenberg;Lifesaving drill;Foot severed;NonFatal;P. Immerz

3150;1;3021;;2006/07/31 16:00:00;Unprovoked;Oregon;Oswald State Park;Surfing;Minor injury;NonFatal;R. Collier, GSAF

3151;9;3022;;2006/07/28 16:30:00;Unprovoked;Western Cape Province;Fish Hoek;Surf-skiing;No injury, surf ski bitten;NonFatal;Cape Argus, 7/29/2006

3152;13;3023;;2006/07/17 10:00:00;Unprovoked;South Carolina;Singleton Beach, Hilton Head Island, Beaufort County;Standing;Left ankle & foot bitten;NonFatal;C. Creswell, GSAF

3153;10;3024;;2006/06/26 0:00:00;Provoked;Florida;Fort Myers;Fishing;Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT;NonFatal;News Press, 6/27/2006

3154;11;3025;18;2006/06/24 13:00:00;Unprovoked;Andros Islands;Mangrove Cay;Spearfishing;Right arm severely bitten;NonFatal;"A. Brenneka; Nassau Guardian, 6/30/2006"

3155;16;3026;;2006/06/17 11:10:00;Unprovoked;California;Monterey, Monterey County;Scuba diving;No injury, shark bit scuba tank boot;NonFatal;R. Collier

3156;1;3027;;2006/06/07 13:45:00;Unprovoked;South Carolina;Coligny Beach, Hilton Head, Beaufort County;Playing;Lacerations & puncture wounds to left foot & buttocks;NonFatal;"C. Creswell, GSAF; Islandpacket.com, 6/7/2006"

3157;15;3028;;2006/05/27 16:00:00;Unprovoked;Hawaii;North Shore, O'ahu;Surfing;No injury, shark bumped surfboard;NonFatal;R. Collier

3158;13;3029;;2006/04/09 17:30:00;Unprovoked;Eastern Cape Province;St. Francis Bay;Body boarding;Leg bitten;NonFatal;J. Visser

3159;15;3030;17;2006/02/12 0:00:00;Unprovoked;Queensland;Point Vernon, Hervey Bay;Swimming;Puncture wound on arm;NonFatal;G. Stolz, Courier-Mail, 2/14/2006

3160;1;3031;222;2006/02/01 18:00:00;Unprovoked;Vava'u;Tu’anuku;Swimming;Severe bite to right leg FATAL;Fatal;"D. Clem; www.matangitonga.to"

3161;12;3032;17;2005/12/11 11:00:00;Unprovoked;Queensland;St. Crispin Reef;Spearfishing;Right forearm & elbow bitten;NonFatal;Courier-Mail, 12/12/2005

3162;7;3033;;2005/11/29 0:00:00;Unprovoked;Florida;Cape San Blas, Gulf County;Surfing;Left foot bitten;NonFatal;wpmi.com

3163;6;3034;;2005/11/27 13:00:00;Unprovoked;Florida;Ponce Inlet, New Smyrna Beach, Volusia County;Surfing;Right thumb & palm lacerated;NonFatal;S. Petersohn, GSAF

3164;9;3035;;2005/10/22 0:00:00;Unprovoked;Western Cape Province;Uilenkraalsmond (near Gansbaai);Standing / Surfing;Right foot bitten;NonFatal;Cape Times

3165;1;3036;;2005/10/21 11:00:00;Unprovoked;California;Klamath River mouth, Del Norte County;Surfing;No injury;NonFatal;R. Collier, GSAF

3166;13;3037;;2005/10/11 15:00:00;Unprovoked;East Wall;Jack McKenney's Canyon;Scuba diving;No injury;NonFatal;"L.A.Hughes; G. Holt, Scubaradio.com"

3167;9;3038;;2005/10/06 16:05:00;Unprovoked;Florida;Ponce Inlet, Volusia County;Treading water/ Surfing;Five 1-inch lacerations to left foot;NonFatal;S. Petersohn, GSAF

3168;9;3039;18;2005/10/03 0:00:00;Unprovoked;Abaco Islands;Grand Cay;Diving;Lacerations to right side of face;NonFatal;"E. Ritter, GSAF; A. Armbrister, Freeport News, 10/3/2005"

3169;2;3040;17;2005/09/23 0:00:00;Unprovoked;Western Australia;Scarborough Beach, Perth;Surfing;No injury;NonFatal;T. Peake, GSAF

3170;11;3041;;2005/09/22 7:30:00;Unknown;Florida;Tigertail Beach, Collier County;Surfing;Lacerations to dorsum of left foot;NonFatal;A. Galabinski, Marco Island Sun Times, 9/22/2005

3171;4;3042;;2005/09/20 16:30:00;Unprovoked;South Carolina;Myrtle Beach, Horry County;Body surfing;Injuries to fingers, calf  & heel;NonFatal;"C. Creswell, GSAF; K. Galliard,  Sun News, 9/21/2005"

3172;1;3043;17;2005/08/24 16:10:00;Unprovoked;South Australia;Glenelg;Scuba diving;FATAL;Fatal;Adelaide Advertiser, 8/26/2005

3173;15;3044;;2005/08/24 11:00:00;Unprovoked;California;Scripps, LaJolla, San Diego County;Surfing;Lower right leg lacerated;NonFatal;R. Collier, GSAF

3174;1;3045;;2005/08/06 9:45:00;Unprovoked;South Carolina;Isle of Palms, Charleston County;Swimming;Puncture wounds on left foot;NonFatal;C. Creswell, GSAF

3175;11;3046;;2005/07/27 18:00:00;Unprovoked;Florida;Off Zelda Boulevard, Daytona Beach, Volusia Countyy;Wading;Laceration on the back of left hand & toothmarks on wrist;NonFatal;D. Salamone, GSAF

3176;5;3047;;2005/07/22 11:15:00;Unknown;Florida;Quarter mile south of Ponce de Leon Inlet, Volusia County;Surfing;"Straight 2.5"" laceration on top of left ankle";NonFatal;D. Salamone, GSAF

3177;20;3048;39;2005/07/17 0:00:00;Provoked;Shanghai;Ocean World, Changfeng Park;Scuba diving in aquarium tank;2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT;NonFatal;Shanghai Star, 7/21/2005

3178;3;3049;;2005/07/15 16:40:00;Unprovoked;North Carolina;Holden Beach, Brunswick County;Swimming;Lacerations of left forearm;NonFatal;C. Creswell, GSAF

3179;10;3050;;2005/06/25 11:15:00;Unprovoked;Florida;Destin, Walton County;Swimming with boogie board;FATAL, leg bitten;Fatal;E. Ritter, GSAF

3180;1;3051;;2005/06/02 0:00:00;Unprovoked;Texas;Mustang Island, Corpus Christi;Wading;Two 2-inch lacerations on right foot;NonFatal;KRIS6 News

3181;17;3052;;2005/05/28 17:30:00;Unprovoked;Florida;Daytona Beach Shores;Swimming;Left foot bitten;NonFatal;"Daytona Beach News Journal, 5/29/2005; Orlando Sentinel, 5/30/2005, p.B3"

3182;17;3053;;2005/05/27 18:30:00;Unprovoked;Florida;Sand Key Beach, Clearwater, Pinellas County;Crouching in 2' of water;Right arm & torso bitten;NonFatal;D.Wilhoit, The Ledger, 5/29/ 2005

3183;1;3054;17;2005/05/15 0:00:00;Unprovoked;Queensland;50 km east of Townsville;Spearfishing;Severe injury to lower leg;NonFatal;J. Anderson, Townsville Bulletin, 5/21/2005

3184;9;3055;;2005/04/07 19:00:00;Unprovoked;Texas;Isla Blanca Park, South Padre Island, Cameron County;Surfing;Left foot bitten;NonFatal;"G. Ferrario; J. Mendoza, Cameron County Parks; The Herald (Brownsville),  4/11/2005"

3185;6;3056;238;2005/03/25 17:30:00;Unprovoked;;Punta Caracas;Surfing;Right leg bitten;NonFatal;A. Brenneka, GSAF

3186;3;3057;17;2005/03/19 14:00:00;Unprovoked;Western Australia;Wreck Point, Abrolhos Islands;Snorkeling;FATAL;Fatal;T. Peake, GSAF

3187;4;3058;;2005/03/12 15:30:00;Provoked;New Mexico;Albuquerue Aquarium, Albuquerue;Diving in aquarium display tank;2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT;NonFatal;"H. Casman; T. Dukart, KOBTV"

3188;9;3059;;2005/03/10 0:00:00;Unknown;KwaZulu-Natal;Isipingo;;Shark bites post mortem;NonFatal;J. Govander, Nokia Sea Rescue, SAPA

3189;7;3060;;2005/02/13 0:00:00;Unprovoked;Florida;Fort Lauderdale;Spearfishing;Hand bitten;NonFatal;J. Herrera

3190;1;3061;32;2005/02/04 0:00:00;Unprovoked;Bahia;Ilhéus;Surfing;Right thigh & ankle injured;NonFatal;Orlando Sentinel, 2/5/2005, p.A6

3191;19;3062;17;2005/01/19 0:00:00;Provoked;Victoria;Port Phillip Bay;Spearfishing;No injury. Towed by speared shark PROVOKED INCIDENT;NonFatal;Herald Sun News

3192;1;3063;;2005/01/08 12:00:00;Unprovoked;North Island;Taupiri Bay;Fishing from a kayak;No injury, kayak bumped repeatedly;NonFatal;R. Collier & R.D. Weeks, GSAF

3193;20;3064;17;2004/12/16 15:15:00;Unprovoked;South Australia;West Beach, Adelaide;Scurfing (surfboard being  towed behind a boat);FATAL;Fatal;P. Kemp & T. Peake, GSAF

3194;11;3065;;2004/11/26 0:00:00;Unprovoked;Eastern Cape Province;Gonubie;Playing;Lacerations on lower leg & foot;NonFatal;J. Eager

3195;6;3066;;2004/11/01 0:00:00;Unprovoked;North Province;Koumac;Diving;Forearm bitten;NonFatal;Les Nouvelles Caledoniennes, 11/19/2004

3196;5;3067;;2004/10/09 12:40:00;Unprovoked;Hawaii;Moloka'i;Spearfishing;Left shoulder bitten;NonFatal;The Maui News, 10/10/2004

3197;8;3068;17;2004/09/25 12:00:00;Boating;Queensland;Batt Reef;Spearfishing/ filming;No injury to occupants, boat damaged;NonFatal;R. Collier, GSAF

3198;13;3069;;2004/07/31 13:00:00;Unprovoked;Florida;Cocoa  Beach, Brevard County;Surfing;Right foot bitten;NonFatal;C. Creswell, GSAF

3199;5;3070;;2004/07/28 17:30:00;Unprovoked;North Carolina;Rodanthe, Dare County;Surfing;Right calf bitten;NonFatal;C.Delneo, C. Creswell, M. Levine, R. Collier, GSAF

3200;1;3071;;2004/07/27 17:00:00;Unprovoked;North Carolina;Carolina Beach, New Hanover County;Swimming;Right forearm & wrist lacerated;NonFatal;C. Creswell, GSAF

3201;1;3072;;2007/08/19 10:00:00;Unprovoked;South Carolina;Lakewood Campground, Grand Strand, Horry County;Playing;Right calf bitten;NonFatal;C. Creswell, GSAF

3202;7;3073;;2007/08/09 16:40:00;Unprovoked;South Carolina;Isle of Palms, Charleston County;Swimming;Lacerations to right foot;NonFatal;C. Creswell, GSAF

